stim,coherence,difficulty,motionstrength,resp,rt,correct,correctM,trialnr,blocknr,sessionnr,subjnr,baseline_pupil,int1motion,int2motion,rtNorm,decision_pupil,feedback_pupil,trialend_pupil,response_pupil
-1,0.00625,1,-0.102644,-1,0.27,1,1,24,8,5,10,-1.178034,12.56019,12.45755,0.9429863,0.9621313,1.294339,0.7565165,0.8927384
-1,0.2,5,-3.705443,-1,0.17,1,1,25,8,5,10,-0.14911,12.78073,9.07529,-0.3699516,-1.937082,-0.8647555,-0.8008907,0.6907099
-1,0.0125,2,-0.252162,-1,0.1,1,1,26,8,5,10,-0.5285905,12.52533,12.27317,-1.620483,0.3972083,0.3104338,0.8374171,0.6720308
-1,0.025,3,-0.5073767,1,0.19,0,0,27,8,5,10,-0.3174172,12.68705,12.17968,-0.07218327,-0.02822145,0.5851495,-0.07889662,0.4848202
-1,0.2,5,-3.733596,-1,0.07999998,1,1,28,8,5,10,-1.509198,12.82813,9.094534,-2.059519,0.7693927,0.8922047,0.4838829,1.277093
1,0.00625,1,0.5466394,-1,0.13,0,0,29,8,5,10,-0.512089,12.49302,13.03966,-1.038097,1.113181,0.7779755,0.5170653,1.093436
1,0.00625,1,0.060956,1,0.17,1,1,30,8,5,10,-1.284249,12.83472,12.89568,-0.3699516,2.604419,2.499686,2.647073,1.898997
-1,0.0125,2,-1.335144e-05,-1,0.2,1,1,31,8,5,10,0.2433237,12.67261,12.6726,0.06908409,-0.405438,0.04063803,-0.4042282,0.3469696
1,0.0125,2,-0.09954834,1,0.15,1,0,32,8,5,10,-2.342832,12.99672,12.89718,-0.6906476,0.09156689,0.6882442,2.474231,2.245845
-1,0.05,4,-0.3848228,-1,0.14,1,1,33,8,5,10,-1.310554,12.30534,11.92051,-0.8607519,1.248116,0.9948117,1.87746,1.258858
1,0.05,4,0.9185286,1,0.08999997,1,1,34,8,5,10,0.3077438,12.65516,13.57369,-1.834222,0.6479511,0.7140541,0.5535986,0.953815
1,0.00625,1,0.3270664,-1,0.22,0,0,35,8,5,10,0.1057542,12.33149,12.65856,0.3380155,1.221867,1.224545,1.530569,1.002792
1,0.2,5,3.479568,1,0.15,1,1,36,8,5,10,0.6796749,12.70411,16.18368,-0.6906476,-1.001074,-0.7829261,-0.7261258,-0.133708
-1,0.2,5,-3.38851,-1,0.2,1,1,37,8,5,10,-2.014816,12.73885,9.350343,0.06908409,-0.2587275,1.034742,1.883545,-0.4292903
1,0.05,4,0.84694,1,0.15,1,1,38,8,5,10,-0.1902279,12.65529,13.50223,-0.6906476,-0.3138265,-2.879977,-0.8588858,0.9347058
1,0.05,4,0.7807646,1,0.18,1,1,39,8,5,10,-2.237558,12.69216,13.47292,-0.2184081,1.437655,1.418481,-1.282368,0.37726
1,0.0125,2,0.2071991,1,0.17,1,1,40,8,5,10,-1.876051,12.68256,12.88976,-0.3699516,-1.298575,0.1537206,1.342021,0.4387617
-1,0.00625,1,-0.1537542,1,0.23,0,0,41,8,5,10,-0.6813208,12.84921,12.69545,0.4662403,1.549424,1.752955,1.417225,1.855735
-1,0.05,4,-1.121659,-1,0.17,1,1,42,8,5,10,0.03822427,12.7667,11.64504,-0.3699516,-0.9252724,-0.3316605,0.1024622,0.3456566
-1,0.00625,1,-0.1470766,1,0.27,0,0,43,8,5,10,-0.6141714,12.70867,12.56159,0.9429863,1.127653,1.586924,1.045368,0.9609972
-1,0.0125,2,-0.3572931,1,0.28,0,0,44,8,5,10,0.0315501,12.90599,12.5487,1.054112,-3.535902,-1.545863,-0.0005535509,0.4878302
1,0.2,5,3.535402,1,0.16,1,1,45,8,5,10,0.2078158,12.7635,16.29891,-0.5272146,-0.4024085,-0.3167646,-0.7135296,0.1570162
-1,0.025,3,-0.7539196,1,0.32,0,0,46,8,5,10,-1.532396,12.85844,12.10452,1.471159,1.770669,2.591269,2.160148,1.725947
-1,0.0125,2,-0.1406326,1,0.25,0,0,47,8,5,10,-0.6565556,12.81032,12.66969,0.7114279,-1.152812,0.3962506,0.8181127,1.357147
1,0.025,3,0.4241371,1,0.32,1,1,48,8,5,10,-1.095127,12.60006,13.0242,1.471159,2.873906,3.200408,2.582265,2.125796
1,0.0125,2,0.5108805,1,0.17,1,1,49,8,5,10,0.4512285,12.44814,12.95902,-0.3699516,0.1844745,0.4985523,-2.512847,0.3634886
-1,0.025,3,-0.5293112,-1,0.2,1,1,50,8,5,10,0.5419807,12.48289,11.95358,0.06908409,-2.219206,-0.5744901,-1.133869,1.060989
-1,0.05,4,-0.8834419,-1,0.15,1,1,1,9,5,10,-1.423383,12.78209,11.89865,-0.6970701,-0.730273,0.6704667,1.886893,0.8647981
-1,0.2,5,-3.705446,-1,0.15,1,1,2,9,5,10,-0.295562,12.7433,9.03785,-0.6970701,0.4519377,0.9304408,0.96077,-0.006197764
1,0.05,4,0.8707027,1,0.21,1,1,3,9,5,10,0.9162857,12.56044,13.43114,0.3723441,0.1109548,0.4753349,-0.08658002,0.2171204
-1,0.025,3,-0.9116783,-1,0.15,1,1,4,9,5,10,0.4238482,13.0007,12.08902,-0.6970701,-0.1663833,-0.04782236,0.6596873,0.0475529
1,0.2,5,3.662593,1,0.28,1,1,5,9,5,10,0.7945486,12.71374,16.37634,1.384525,-0.6865723,-0.5565835,-0.300012,-0.3716835
-1,0.2,5,-4.050408,-1,0.17,1,1,6,9,5,10,1.282724,12.99088,8.94047,-0.3144619,-2.395315,-1.962398,-2.286706,-0.4296865
-1,0.0125,2,-0.09865093,-1,0.44,1,1,7,9,5,10,-0.7092845,12.71905,12.6204,3.131481,1.780204,1.722699,1.630077,1.224105
1,0.05,4,1.130044,1,0.2,1,1,8,9,5,10,0.5245765,12.61489,13.74494,0.2093319,0.6937585,0.8025772,-1.12404,0.4597993
1,0.0125,2,0.3189402,1,0.22,1,1,9,9,5,10,-0.2961408,12.71501,13.03395,0.530182,0.4379652,0.6521742,0.287072,0.7135958
1,0.025,3,0.5788536,1,0.25,1,1,10,9,5,10,-0.8415243,12.75978,13.33864,0.9756837,1.335276,1.564239,1.342038,0.7669337
-1,0.2,5,-3.5286,-1,0.17,1,1,11,9,5,10,1.099751,12.51808,8.989482,-0.3144619,-0.2145037,-0.5186388,-2.476521,-0.7964829
-1,0.05,4,-1.182498,-1,0.16,1,1,12,9,5,10,-1.059554,12.81503,11.63253,-0.5020854,-1.491846,-1.987827,-1.592933,0.6913899
1,0.0125,2,0.6163502,1,0.18,1,1,13,9,5,10,-2.520419,12.50344,13.11979,-0.1336622,2.911005,3.012415,3.092115,2.359477
1,0.025,3,0.2731266,-1,0.22,0,0,14,9,5,10,0.8462754,12.84952,13.12265,0.530182,-0.5702443,-0.2127741,0.0396006,-0.546122
-1,0.00625,1,-0.2423611,-1,0.19,1,1,15,9,5,10,1.010035,12.79247,12.55011,0.04079216,-1.042258,-0.2468777,-0.8951756,-0.3668281
-1,0.00625,1,-0.3433256,1,0.19,0,0,16,9,5,10,-0.06228847,12.84148,12.49815,0.04079216,0.4419293,0.8175889,-0.1305329,0.06800341
1,0.2,5,3.589958,1,0.18,1,1,17,9,5,10,0.4661295,12.76275,16.35271,-0.1336622,0.3851808,0.3712974,0.3425273,-0.4560374
-1,0.05,4,-1.134069,-1,0.3,1,1,18,9,5,10,0.38232,12.72695,11.59289,1.639528,0.7706534,0.9615046,0.4632908,0.34996
-1,0.00625,1,0.1617746,1,0.23,0,1,19,9,5,10,0.5127747,12.46298,12.62475,0.6831613,-2.358923,-1.378803,-0.9147771,-1.362254
-1,0.05,4,-0.4870663,1,0.22,0,0,20,9,5,10,0.7310175,12.45788,11.97082,0.530182,-2.921914,-1.902232,-1.770254,-0.8013824
1,0.2,5,3.892231,1,0.2,1,1,21,9,5,10,0.3142689,12.65845,16.55068,0.2093319,-0.8168629,-0.4102946,-0.9438607,-0.2277002
1,0.025,3,0.0563755,1,0.26,1,1,22,9,5,10,-0.6332108,12.96558,13.02196,1.115733,0.514351,1.057491,0.9272994,0.271715
1,0.0125,2,0.2897692,-1,0.26,0,0,23,9,5,10,-0.5758619,12.55615,12.84592,1.115733,-1.02886,0.1896221,0.2071381,0.0003012237
1,0.00625,1,0.2781372,1,0.19,1,1,24,9,5,10,0.01119821,12.61988,12.89802,0.04079216,0.1872022,0.4494457,-1.790253,-1.37776
1,0.05,4,0.9701519,1,0.16,1,1,25,9,5,10,-0.4750431,12.77253,13.74268,-0.5020854,0.7273494,0.7301022,-0.01807016,0.3345195
1,0.2,5,3.42805,1,0.13,1,1,26,9,5,10,0.007552928,13.0131,16.44115,-1.111597,-1.058817,-0.1270922,-0.1947388,-0.3407932
1,0.025,3,0.6313009,1,0.13,1,1,27,9,5,10,0.2779757,12.57056,13.20186,-1.111597,0.4650839,0.5926025,0.2293783,0.1347127
-1,0.00625,1,-0.06415749,1,0.2,0,0,28,9,5,10,0.5464789,12.6224,12.55824,0.2093319,-0.985876,-0.1394394,0.4300722,-0.5869666
1,0.00625,1,0.1241493,1,0.15,1,1,29,9,5,10,0.1496954,12.69825,12.8224,-0.6970701,0.8522146,0.6901425,0.685721,0.2751461
1,0.0125,2,0.5175533,1,0.22,1,1,30,9,5,10,0.4575926,12.62764,13.14519,0.530182,0.5059003,0.4949277,0.2779988,0.1138472
-1,0.025,3,-0.5255051,-1,0.25,1,1,31,9,5,10,1.238093,12.75469,12.22919,0.9756837,-0.5458907,-0.1598308,-0.9571137,-0.3409455
1,0.0125,2,0.2408028,-1,0.16,0,0,32,9,5,10,0.6722735,12.74008,12.98089,-0.5020854,0.1489825,-0.03149609,-1.152357,0.1165844
-1,0.05,4,-0.5794106,-1,0.11,1,1,33,9,5,10,-1.24127,12.61504,12.03563,-1.563857,-0.1126633,0.8549094,1.650501,0.6693654
-1,0.2,5,-3.517196,-1,0.11,1,1,34,9,5,10,0.4622074,12.6652,9.148008,-1.563857,0.182517,0.7070974,0.6784931,-0.144986
1,0.2,5,3.611481,1,0.14,1,1,35,9,5,10,-0.5841601,12.61792,16.2294,-0.9000139,1.377412,0.3218736,0.4984109,0.3230453
1,0.025,3,0.05758572,-1,0.18,0,0,36,9,5,10,-2.691714,12.75275,12.81033,-0.1336622,2.457034,2.779372,3.29611,1.026638
1,0.025,3,0.692852,1,0.18,1,1,37,9,5,10,-0.9326342,12.35957,13.05242,-0.1336622,0.641367,0.3801256,-0.5579867,0.3373685
1,0.00625,1,-0.09871101,-1,0.11,0,1,38,9,5,10,-2.593159,12.91503,12.81632,-1.563857,1.343134,2.242947,0.8015777,1.767001
-1,0.0125,2,-0.1285305,1,0.15,0,0,39,9,5,10,-1.043414,12.44056,12.31203,-0.6970701,1.912546,2.157007,1.466691,1.069114
1,0.025,3,0.5091248,-1,0.18,0,0,40,9,5,10,-0.5770575,12.546,13.05513,-0.1336622,1.814839,2.293269,2.393683,1.336404
-1,0.05,4,-0.9029102,-1,0.16,1,1,41,9,5,10,0.6013454,12.59492,11.69201,-0.5020854,-1.623673,-2.233097,-1.767399,0.8739868
-1,0.00625,1,0.015522,-1,0.12,1,0,42,9,5,10,-0.7431399,12.377,12.39252,-1.332586,2.578583,2.569756,2.219491,1.844223
1,0.0125,2,0.4999075,-1,0.29,0,0,43,9,5,10,1.227917,12.68258,13.18249,1.513662,0.6604585,0.9192004,-0.003282079,0.6319453
-1,0.05,4,-0.9902163,-1,0.29,1,1,44,9,5,10,0.9601209,12.59475,11.60453,1.513662,-3.002536,-1.282013,-2.616598,-1.371567
1,0.2,5,3.280815,1,0.21,1,1,45,9,5,10,-1.419417,12.86934,16.15016,0.3723441,0.1077291,-1.153492,0.186964,1.801304
-1,0.0125,2,-0.005099297,-1,0.28,1,1,46,9,5,10,-1.328767,12.48041,12.47531,1.384525,2.515172,2.295228,2.26291,0.7013278
-1,0.00625,1,-0.2379446,-1,0.12,1,1,47,9,5,10,0.3222676,12.78207,12.54412,-1.332586,0.7396451,-0.148779,-0.5500268,0.9590793
-1,0.0125,2,-0.4491901,-1,0.16,1,1,48,9,5,10,0.8681047,13.03113,12.58194,-0.5020854,-2.337107,-2.295439,-2.223958,-0.958748
-1,0.025,3,-0.06106949,-1,0.22,1,1,49,9,5,10,-0.4335546,12.6624,12.60133,0.530182,-0.6840994,-0.5900736,-0.5205048,-0.2622887
-1,0.00625,1,-0.3872223,-1,0.1,1,1,50,9,5,10,0.7541597,12.77455,12.38733,-1.806415,1.110536,-0.5360525,-0.465095,0.3490402
1,0.00625,1,0.313818,1,0.18,1,1,1,10,5,10,-0.8612812,12.58018,12.894,0.06470045,0.4676692,0.8544388,0.6826253,-0.03266407
1,0.0125,2,0.166111,1,0.39,1,1,2,10,5,10,0.2231368,12.80847,12.97458,2.236913,0.5620306,0.9074381,0.8397979,0.01559774
-1,0.0125,2,-0.04032326,-1,0.2,1,1,3,10,5,10,-0.5979674,12.60606,12.56573,0.3325041,0.801825,1.088912,1.040503,0.6681449
1,0.00625,1,0.07109547,1,0.17,1,1,4,10,5,10,0.04170292,12.65728,12.72838,-0.07646476,-0.2085891,0.3271305,0.3206708,0.3634786
1,0.00625,1,0.1025763,1,0.14,1,1,5,10,5,10,0.2058803,12.78334,12.88592,-0.5336532,-1.49985,-1.502272,-0.9603307,0.4075469
-1,0.00625,1,0.3388386,1,0.3,0,1,6,10,5,10,0.5758378,12.5359,12.87474,1.449175,-1.29353,-0.831867,-0.4923547,-0.2400343
1,0.025,3,0.4987211,-1,0.1,0,0,7,10,5,10,0.2792985,12.63918,13.1379,-1.241355,-1.667491,-1.197856,-0.928022,0.5837962
-1,0.025,3,-0.3133421,-1,0.26,1,1,8,10,5,10,-0.3794428,12.5155,12.20215,1.040206,1.169106,1.614105,1.396612,1.133137
-1,0.2,5,-3.852787,-1,0.07999998,1,1,9,10,5,10,0.7637534,12.78604,8.933249,-1.650324,-0.3120129,-0.1135383,-0.06040802,-0.1135251
-1,0.05,4,-0.9787416,1,0.27,0,0,10,10,5,10,0.07178155,12.71506,11.73632,1.146558,1.263445,1.342159,1.137074,0.7676001
-1,0.025,3,-0.6515713,-1,0.2,1,1,11,10,5,10,0.2725552,12.97028,12.31871,0.3325041,0.7939685,0.8745254,0.07699931,0.4142202
-1,0.05,4,-1.044232,1,0.18,0,0,12,10,5,10,0.369037,12.6739,11.62966,0.06470045,0.5750733,0.8205377,0.7210762,0.2896245
-1,0.0125,2,-0.4465914,-1,0.23,1,1,13,10,5,10,-0.04124832,12.87691,12.43032,0.7024615,-0.5415573,-0.3631208,-0.6024663,0.5801735
1,0.00625,1,0.2342939,1,0.28,1,1,14,10,5,10,-0.3601233,12.67662,12.91091,1.250074,-1.383589,-1.807235,-1.969695,0.1921682
-1,0.2,5,-3.499361,-1,0.14,1,1,15,10,5,10,-2.891527,12.77295,9.273584,-0.5336532,1.862126,2.475808,3.52325,1.875039
1,0.2,5,3.366882,1,0.19,1,1,16,10,5,10,-0.6490529,12.89187,16.25876,0.2009113,0.7184655,0.4170496,0.2519985,0.4874024
-1,0.05,4,-0.9434214,-1,0.15,1,1,17,10,5,10,-1.704286,12.59096,11.64754,-0.3751983,0.5786198,0.90503,-1.687915,0.8841713
1,0.0125,2,0.151391,-1,0.18,0,0,18,10,5,10,-2.186578,12.83316,12.98455,0.06470045,2.041274,2.430894,2.271732,1.685319
1,0.00625,1,-0.05195332,1,0.1,1,0,19,10,5,10,-1.617836,12.85439,12.80244,-1.241355,1.114445,1.546587,1.639347,0.7921435
1,0.2,5,3.810265,1,0.2,1,1,20,10,5,10,-0.07023918,12.69959,16.50986,0.3325041,0.6403949,1.006813,1.206924,0.8407534
1,0.05,4,1.281196,1,0.08999997,1,1,21,10,5,10,-0.768877,12.57863,13.85983,-1.440456,1.290585,1.252696,1.392841,0.3050714
1,0.2,5,3.828237,1,0.14,1,1,22,10,5,10,0.1501024,12.53969,16.36793,-0.5336532,0.5854231,0.8517221,-0.07882733,0.4718427
-1,0.025,3,-0.7947512,-1,0.18,1,1,23,10,5,10,-0.09466293,12.81977,12.02501,0.06470045,1.183492,1.471897,1.489146,0.8052996
1,0.025,3,0.5239248,-1,0.06,0,0,24,10,5,10,1.450717,12.69788,13.2218,-2.107512,-0.6397079,-0.5522463,-1.169843,-0.6279755
1,0.0125,2,-0.3631039,-1,0.36,0,1,25,10,5,10,1.601687,12.85057,12.48747,1.991677,-1.428118,-1.510109,-1.421898,-0.7848347
1,0.05,4,0.6861172,-1,0.17,0,0,26,10,5,10,-1.285592,12.85599,13.54211,-0.07646476,0.3725806,0.820726,0.5575979,0.565177
-1,0.0125,2,-0.2727318,-1,0.22,1,1,27,10,5,10,-0.2388651,12.74684,12.47411,0.5830181,0.5646735,0.5741253,0.2730683,0.4099782
-1,0.05,4,-1.012178,-1,0.15,1,1,28,10,5,10,0.419226,12.69528,11.68311,-0.3751983,-0.06881209,0.2299257,-0.9264076,0.1122459
-1,0.025,3,-0.5395555,1,0.25,0,0,29,10,5,10,-0.2657111,12.89433,12.35477,0.9308577,-1.854089,-0.3504763,-1.78022,0.3123849
1,0.2,5,3.764338,1,0.2,1,1,30,10,5,10,-0.5007925,12.69956,16.4639,0.3325041,1.422641,1.872206,1.852659,0.7556115
-1,0.00625,1,-0.3134184,-1,0.1,1,1,31,10,5,10,1.600545,12.78762,12.4742,-1.241355,-0.5018852,-0.451691,-0.5332217,-0.2541179
-1,0.05,4,-0.7781715,-1,0.11,1,1,32,10,5,10,-0.5846408,12.68997,11.9118,-1.05197,1.835834,1.726379,1.13518,1.236334
-1,0.0125,2,0.1627407,-1,0.15,1,0,33,10,5,10,0.524923,12.5838,12.74654,-0.3751983,0.5767299,-0.3073605,-0.9446611,0.4865339
1,0.00625,1,0.3009624,-1,0.15,0,0,34,10,5,10,-0.6483139,12.72534,13.02631,-0.3751983,-1.48059,-0.8766071,0.9654789,1.530783
-1,0.00625,1,-0.03819084,-1,0.22,1,1,35,10,5,10,0.8474008,12.71973,12.68154,0.5830181,-0.7176619,0.03745395,-0.05166176,-0.5145409
1,0.0125,2,0.09204769,-1,0.02999997,0,0,36,10,5,10,-0.4958328,12.91261,13.00466,-2.91349,0.5609212,0.6271789,0.7743111,0.6185326
-1,0.05,4,-1.17003,-1,0.14,1,1,37,10,5,10,-1.897655,12.85125,11.68122,-0.5336532,-0.4481134,-0.5565878,-1.080836,0.4735687
-1,0.025,3,-0.2995386,-1,0.19,1,1,38,10,5,10,-1.590454,12.60791,12.30838,0.2009113,1.67288,1.871247,1.424944,1.73343
1,0.2,5,3.620818,1,0.18,1,1,39,10,5,10,-1.032178,12.5313,16.15212,0.06470045,-0.3817735,0.2341266,-0.3029173,1.398316
1,0.05,4,0.7491713,-1,0.27,0,0,40,10,5,10,-1.553094,12.88772,13.63689,1.146558,0.4183027,0.7310236,0.1741105,1.172143
1,0.025,3,0.312748,1,0.2,1,1,41,10,5,10,1.419808,12.81861,13.13136,0.3325041,0.6255131,0.8703399,0.2971783,0.8443874
1,0.05,4,0.6819468,1,0.2,1,1,42,10,5,10,1.618699,12.88516,13.5671,0.3325041,-1.578626,-1.924368,-1.950408,-0.4216075
1,0.2,5,3.382735,1,0.12,1,1,43,10,5,10,0.4847372,12.81272,16.19546,-0.8713977,0.5356572,0.2781012,-0.8938028,1.023977
-1,0.0125,2,-0.5312414,-1,0.25,1,1,44,10,5,10,-0.0973857,12.88951,12.35827,0.9308577,-0.4535179,-0.08632098,-0.5564161,-0.6239371
-1,0.025,3,-0.4111776,-1,0.27,1,1,45,10,5,10,-0.4977727,12.74626,12.33508,1.146558,0.3420846,0.4241389,-0.7432173,0.870175
1,0.0125,2,0.3604403,-1,0.15,0,0,46,10,5,10,-0.6266057,12.69775,13.05819,-0.3751983,-0.9120759,-0.4935881,0.9101329,-0.4753189
-1,0.2,5,-3.432754,-1,0.11,1,1,47,10,5,10,0.4079099,12.54631,9.113561,-1.05197,-0.687415,-0.47091,-1.448298,-0.02011402
1,0.2,5,3.818616,1,0.19,1,1,48,10,5,10,0.01844568,12.66339,16.482,0.2009113,1.151352,1.442942,-0.2411655,0.5782095
-1,0.025,3,-0.6089211,-1,0.2,1,1,49,10,5,10,-0.5697715,12.78674,12.17782,0.3325041,0.9557933,1.533739,0.6146101,0.3496303
-1,0.00625,1,-0.1180763,1,0.22,0,0,50,10,5,10,0.3551227,12.68405,12.56598,0.5830181,-1.424524,-1.557343,-0.3718627,-0.2976269
-1,0.0125,2,-0.218812,-1,0.4,1,1,1,1,6,10,-0.2877238,12.66124,12.44243,1.894652,-0.1128259,-0.1312178,-0.8691806,-0.1331373
-1,0.2,5,-3.966569,-1,0.27,1,1,2,1,6,10,-0.1267759,12.88611,8.919543,0.9129382,-0.5715371,0.3216145,-0.6997246,0.1755216
-1,0.05,4,-0.992466,-1,0.22,1,1,3,1,6,10,-0.3810718,12.70419,11.71173,0.4395916,-0.8982627,-0.3587203,0.0856736,0.2149328
1,0.2,5,3.674379,1,0.16,1,1,4,1,6,10,0.2779856,12.82565,16.50003,-0.2373892,-0.320522,0.1513043,0.312321,0.07456608
-1,0.00625,1,-0.09484291,-1,0.26,1,1,5,1,6,10,1.230463,12.58852,12.49368,0.8236075,-0.3562254,-0.5024239,-0.3240387,-0.3929274
-1,0.2,5,-3.249115,-1,0.16,1,1,6,1,6,10,-0.2097181,12.37218,9.123067,-0.2373892,0.7703286,0.7561352,0.348823,0.5915529
1,0.0125,2,0.3036814,-1,0.28,0,0,7,1,6,10,-0.3963041,12.79105,13.09473,0.9998863,0.8858401,0.8968497,0.736643,0.9465607
1,0.0125,2,0.4112682,-1,0.29,0,0,8,1,6,10,0.9650981,12.64391,13.05518,1.084576,-0.8242711,-0.7409731,-1.162121,-0.7346272
-1,0.025,3,-0.4798613,-1,0.2,1,1,9,1,6,10,-0.1087115,12.61429,12.13443,0.229172,-1.940781,-0.6327078,-0.4250947,-0.4440663
-1,0.00625,1,-0.1946087,-1,0.2,1,1,10,1,6,10,-0.4533044,12.66539,12.47078,0.229172,0.3729303,0.5206344,0.7828898,0.4906032
-1,0.025,3,-0.7025995,-1,0.17,1,1,11,1,6,10,0.02667431,13.09313,12.39053,-0.1143421,0.06030537,0.0002841039,-0.1925449,0.06206026
1,0.0125,2,0.3787603,-1,0.14,0,0,12,1,6,10,-0.2880058,12.73345,13.11221,-0.4983584,-1.042969,-1.395099,-0.7538784,0.5363886
-1,0.05,4,-0.9652758,1,0.15,0,0,13,1,6,10,-0.8183464,12.71826,11.75299,-0.3652639,0.4710082,0.725298,1.140027,0.8476393
-1,0.025,3,-0.4344482,1,0.43,0,0,14,1,6,10,-0.3224864,12.74702,12.31257,2.08463,0.5075631,0.5835058,0.4985063,0.7591253
-1,0.00625,1,-0.1808796,1,0.27,0,0,15,1,6,10,-1.066072,12.6601,12.47922,0.9129382,0.7460684,0.5264221,1.214883,1.054002
-1,0.05,4,-0.9837275,-1,0.17,1,1,16,1,6,10,0.3802471,12.71094,11.72721,-0.1143421,-0.5057979,-0.6320093,-0.4084936,-0.004598111
1,0.05,4,0.5154066,-1,0.06999999,0,0,17,1,6,10,-0.1841429,12.76488,13.28029,-1.622666,0.6158035,0.7032869,0.9722285,0.9481602
1,0.025,3,0.2390261,1,0.11,1,1,18,1,6,10,0.7197303,12.82763,13.06665,-0.9337198,0.1444559,0.05690469,-0.1157983,0.3610342
1,0.025,3,0.262763,1,0.15,1,1,19,1,6,10,0.9594037,12.80842,13.07119,-0.3652639,-0.5417385,-0.7174445,-0.8495026,-0.3696468
1,0.025,3,0.1706991,1,0.35,1,1,20,1,6,10,0.4876438,12.9015,13.0722,1.551138,0.445898,0.5160093,0.8048407,0.4790405
1,0.0125,2,-0.01154232,1,0.21,1,0,21,1,6,10,-1.287211,12.72831,12.71676,0.3360786,-0.4938615,0.0362076,0.4834025,0.2588643
-1,0.025,3,-0.6241627,-1,0.28,1,1,22,1,6,10,-0.9345574,12.9159,12.29174,0.9998863,0.5305993,0.7887403,1.336901,0.6640478
1,0.05,4,0.9941721,1,0.17,1,1,23,1,6,10,0.5782978,12.69615,13.69032,-0.1143421,-1.01898,-0.9923527,-0.394776,0.2080891
-1,0.05,4,-0.9665947,1,0.3,0,0,24,1,6,10,1.229689,12.87101,11.90442,1.167122,0.1950775,0.1225533,-1.894062,-0.09036782
1,0.00625,1,0.537405,1,0.18,1,1,25,1,6,10,-1.653011,12.32403,12.86144,0.004229855,1.248031,1.819383,0.03229212,1.214641
1,0.2,5,3.28833,1,0.18,1,1,26,1,6,10,0.09790061,12.78596,16.07429,0.004229855,-1.940861,-1.733156,-1.472553,0.5723494
1,0.0125,2,-0.2706184,-1,0.21,0,1,27,1,6,10,-1.713613,13.0547,12.78408,0.3360786,1.743016,1.945528,1.957478,1.488755
-1,0.00625,1,0.115346,1,0.15,0,1,28,1,6,10,1.680012,12.65371,12.76905,-0.3652639,-1.023793,-0.8723535,-0.7269155,-0.6856377
1,0.05,4,1.361618,1,0.19,1,1,29,1,6,10,0.4423373,12.47168,13.8333,0.1186404,0.5669011,0.7037896,-3.283899,0.3534718
1,0.2,5,3.71594,1,0.1,1,1,30,1,6,10,-1.357772,12.51099,16.22693,-1.092793,2.10292,1.78235,1.299527,1.035671
1,0.0125,2,0.1921921,1,0.28,1,1,31,1,6,10,-0.7536537,12.8,12.99219,0.9998863,0.4224847,0.7279538,-0.7562389,1.311996
1,0.2,5,3.389807,1,0.13,1,1,32,1,6,10,0.3315295,12.87712,16.26693,-0.6371185,-0.1361337,0.3353795,0.3922291,0.03748779
-1,0.025,3,-0.212203,-1,0.2,1,1,33,1,6,10,0.754609,12.72041,12.5082,0.229172,-1.044711,-0.03572039,0.04372401,0.5323586
-1,0.00625,1,0.1522942,1,0.16,0,1,34,1,6,10,-0.5852091,12.60179,12.75409,-0.2373892,-3.690846,-2.647475,-2.51605,0.5632921
1,0.0125,2,0.4962063,-1,0.1,0,0,35,1,6,10,-1.797448,12.62562,13.12182,-1.092793,1.311209,1.796588,2.09673,1.469533
-1,0.05,4,-1.200355,-1,0.07999998,1,1,36,1,6,10,-0.246863,12.8668,11.66645,-1.436308,0.8515651,1.168782,1.340394,0.938042
-1,0.05,4,-0.9639711,-1,0.1,1,1,37,1,6,10,0.1041739,12.84359,11.87962,-1.092793,1.120353,1.073657,-0.3523198,0.9196614
-1,0.025,3,-0.4805613,-1,0,1,1,38,1,6,10,-2.468948,12.71445,12.23389,-3.352709,1.861512,2.354919,1.973289,1.229574
-1,0.2,5,-3.651077,-1,0.28,1,1,39,1,6,10,-0.4315304,12.64136,8.990285,0.9998863,2.006347,2.240175,2.151845,1.428267
1,0.00625,1,0.3806124,1,0.13,1,1,40,1,6,10,0.8667029,12.58558,12.9662,-0.6371185,-0.1472594,0.09491377,0.07827617,0.8195922
1,0.05,4,0.9987478,1,0.3,1,1,41,1,6,10,-0.1104542,12.75792,13.75667,1.167122,1.153335,0.9142359,-0.9048332,1.46904
-1,0.0125,2,-0.4168596,-1,0.11,1,1,42,1,6,10,0.4795159,13.0614,12.64454,-0.9337198,-1.8586,-1.601214,-3.798923,0.5983412
1,0.025,3,0.4278107,-1,0.06,0,0,43,1,6,10,-0.8983111,12.86314,13.29095,-1.820324,-2.273457,-2.273852,0.1013019,1.387113
1,0.0125,2,0.05094242,1,0.27,1,1,44,1,6,10,0.2059708,12.76773,12.81867,0.9129382,-0.3754963,0.1748572,0.4283455,0.7555645
-1,0.00625,1,0.05886364,-1,0.22,1,0,45,1,6,10,1.067092,12.44462,12.50348,0.4395916,-2.791865,-2.36732,-0.5904677,1.386213
1,0.2,5,3.468699,1,0.16,1,1,46,1,6,10,0.2386082,12.74909,16.21779,-0.2373892,-1.561373,-1.787486,-2.979695,0.4399233
1,0.00625,1,0.1312513,1,0.16,1,1,47,1,6,10,-1.040767,12.65334,12.78459,-0.2373892,1.669711,1.554777,1.289221,1.273474
